Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Gender,Segment,Addressline,Contact,Email,Postal Code,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Year
2607,ORD-2016-2607,5/6/2016,5/10/2016,Standard Class,CUST-2016-2607,R. Cinta Yulianti,Male,Corporate,Jl. Sentot Alibasa No. 7,0869-184536,urahimah@yahoo.com,18416,Tegal,Sumatera Barat,Indonesia,Central,US,PROD-2016-2607,Technology,Machines,Machines - At,675.76,6,0.01,93.9,14.37,High,2016
2608,ORD-2020-2608,4/11/2020,4/16/2020,First Class,CUST-2020-2608,Mitra Mandasari,Male,Corporate,Jalan Astana Anyar No. 66,0821-961633,ridwannugroho@pd.gov,78653,Pariaman,Papua Barat,Indonesia,South,APAC,PROD-2020-2608,Furniture,Chairs,Chairs - Nihil,968.1,1,0.25,151.01,6.88,Low,2020
2609,ORD-2018-2609,6/1/2018,6/3/2018,Standard Class,CUST-2018-2609,Gabriella Aryani,Female,Home Office,Jl. Dipenogoro No. 245,0887-978558,tambakunthara@yahoo.com,41851,Pekanbaru,Kalimantan Tengah,Indonesia,East,EMEA,PROD-2018-2609,Furniture,Furnishings,Furnishings - Voluptas,413.09,10,0.07,93.58,30.28,Low,2018
2610,ORD-2019-2610,3/3/2019,3/7/2019,Same Day,CUST-2019-2610,Ulya Andriani,Male,Consumer,Jl. Merdeka No. 10,0882-258181,kanggriawan@gmail.com,98047,Bukittinggi,Sumatera Barat,Indonesia,South,EMEA,PROD-2019-2610,Furniture,Chairs,Chairs - Ducimus,381.72,1,0.18,31.2,41.5,Critical,2019
2611,ORD-2016-2611,2/20/2016,2/23/2016,Standard Class,CUST-2016-2611,Fitriani Lestari,Male,Consumer,Jl. W.R. Supratman No. 596,0871-315150,mardhiyahokto@gmail.com,47771,Dumai,Jambi,Indonesia,South,APAC,PROD-2016-2611,Furniture,Bookcases,Bookcases - Voluptas,539.85,2,0.28,106.27,22.52,Low,2016
2612,ORD-2017-2612,5/3/2017,5/10/2017,Standard Class,CUST-2017-2612,R.A. Paramita Hardiansyah,Male,Corporate,Gg. Monginsidi No. 11,0854-810923,ilsapradipta@ud.mil.id,83588,Kotamobagu,Kalimantan Tengah,Indonesia,East,APAC,PROD-2017-2612,Technology,Copiers,Copiers - Minima,902.12,6,0.35,116.72,40.65,Low,2017
2613,ORD-2019-2613,9/8/2019,9/17/2019,First Class,CUST-2019-2613,Almira Melani,Female,Consumer,Jalan Abdul Muis No. 95,0879-712011,chelsealailasari@yahoo.com,56753,Padang Sidempuan,Sumatera Utara,Indonesia,South,APAC,PROD-2019-2613,Office Supplies,Envelopes,Envelopes - Autem,704.23,2,0.27,105.05,31.05,Critical,2019
2614,ORD-2017-2614,5/2/2017,5/6/2017,First Class,CUST-2017-2614,Septi Prabowo,Male,Consumer,Jalan Kiaracondong No. 3,0811-394850,harimurtinatsir@yahoo.com,8194,Kotamobagu,Bengkulu,Indonesia,East,EMEA,PROD-2017-2614,Furniture,Tables,Tables - Dignissimos,694.59,9,0.32,51.87,34.76,Critical,2017
2615,ORD-2016-2615,1/10/2016,1/13/2016,Standard Class,CUST-2016-2615,T. Cahyono Hastuti,Male,Home Office,Jalan Joyoboyo No. 157,0894-261019,kusuma82@hotmail.com,12052,Bandar Lampung,Banten,Indonesia,West,APAC,PROD-2016-2615,Office Supplies,Binders,Binders - Cumque,34.01,5,0.12,7.74,46.26,Critical,2016
2616,ORD-2019-2616,8/12/2019,8/21/2019,Standard Class,CUST-2019-2616,Harimurti Manullang,Female,Consumer,Gang Jakarta No. 225,0873-784004,johansiregar@gmail.com,62920,Padangpanjang,Nusa Tenggara Timur,Indonesia,East,US,PROD-2019-2616,Furniture,Tables,Tables - Facilis,469.47,8,0.37,59.6,47.86,Medium,2019
2617,ORD-2019-2617,5/23/2019,6/1/2019,First Class,CUST-2019-2617,Syahrini Uyainah,Female,Consumer,Jalan Kebonjati No. 07,0872-302933,habibijuli@ud.id,57843,Bekasi,Gorontalo,Indonesia,Central,EMEA,PROD-2019-2617,Furniture,Tables,Tables - Pariatur,884.1,1,0.28,36.53,32.39,Medium,2019
2618,ORD-2018-2618,9/9/2018,9/17/2018,Same Day,CUST-2018-2618,"R. Saiful Wastuti, M.Pd",Male,Home Office,Jalan Cikutra Timur No. 7,0897-589383,ysitompul@ud.sch.id,86239,Pangkalpinang,Sumatera Utara,Indonesia,South,APAC,PROD-2018-2618,Technology,Machines,Machines - Fugiat,147.22,1,0.28,22.8,44.43,Critical,2018
2619,ORD-2017-2619,1/23/2017,1/30/2017,Same Day,CUST-2017-2619,Ir. Jaiman Hidayat,Male,Home Office,Jalan Sentot Alibasa No. 21,0893-781753,budiyantokariman@pt.mil.id,68590,Depok,Sulawesi Tengah,Indonesia,Central,US,PROD-2017-2619,Technology,Machines,Machines - Ab,21.16,7,0.39,3.55,43.41,High,2017
2620,ORD-2017-2620,12/12/2017,12/20/2017,First Class,CUST-2017-2620,dr. Wakiman Haryanto,Female,Home Office,Jalan Kutai No. 027,0830-487433,ibrahimhalimah@hotmail.com,76231,Parepare,Aceh,Indonesia,East,LATAM,PROD-2017-2620,Office Supplies,Art,Art - Consectetur,508.54,1,0.21,98.05,35.49,Medium,2017
2621,ORD-2017-2621,2/26/2017,3/3/2017,First Class,CUST-2017-2621,Silvia Budiyanto,Female,Home Office,Jalan Wonoayu No. 669,0866-108795,prayogamansur@pt.biz.id,14876,Bandar Lampung,Jawa Tengah,Indonesia,East,APAC,PROD-2017-2621,Furniture,Chairs,Chairs - Voluptatibus,535.86,5,0.28,19.71,29.57,Low,2017
2622,ORD-2018-2622,8/18/2018,8/23/2018,Same Day,CUST-2018-2622,dr. Cahyadi Mardhiyah,Male,Corporate,Jl. Kiaracondong No. 968,0878-358666,omarrahayu@gmail.com,58263,Tegal,Lampung,Indonesia,East,LATAM,PROD-2018-2622,Office Supplies,Art,Art - Occaecati,543.79,8,0.46,61.25,22.41,Medium,2018
2623,ORD-2016-2623,7/22/2016,7/26/2016,First Class,CUST-2016-2623,H. Karta Megantara,Male,Corporate,Jalan Rungkut Industri No. 7,0864-884014,irsadpurnawati@pd.mil,88239,Tarakan,Sulawesi Tenggara,Indonesia,West,LATAM,PROD-2016-2623,Furniture,Bookcases,Bookcases - Ipsum,922.68,10,0.44,87.39,35.77,Medium,2016
2624,ORD-2016-2624,4/28/2016,5/7/2016,Same Day,CUST-2016-2624,Prayoga Putra,Male,Home Office,Gg. Raya Setiabudhi No. 40,0837-566754,amalia55@gmail.com,41369,Pariaman,Banten,Indonesia,East,LATAM,PROD-2016-2624,Technology,Accessories,Accessories - Dolore,444.43,3,0.21,94.52,28.66,Critical,2016
2625,ORD-2016-2625,10/8/2016,10/13/2016,First Class,CUST-2016-2625,"Eja Padmasari, M.Ak",Female,Corporate,Jalan Antapani Lama No. 7,0872-666768,dpuspasari@pd.com,45457,Bogor,Sumatera Barat,Indonesia,Central,EMEA,PROD-2016-2625,Technology,Machines,Machines - Maxime,208.28,2,0.14,16.44,48.67,Critical,2016
2626,ORD-2018-2626,3/31/2018,4/7/2018,Second Class,CUST-2018-2626,Gabriella Hasanah,Female,Corporate,Gg. Joyoboyo No. 37,0886-731545,leo49@pt.sch.id,14369,Banjar,Bengkulu,Indonesia,South,LATAM,PROD-2018-2626,Furniture,Tables,Tables - Repellendus,836.72,8,0.49,38.3,15.17,High,2018
2627,ORD-2018-2627,2/7/2018,2/17/2018,Same Day,CUST-2018-2627,"R.M. Ganjaran Melani, S.I.Kom",Female,Corporate,Jalan HOS. Cokroaminoto No. 7,0827-133581,jarwi89@pt.org,37489,Payakumbuh,Jawa Barat,Indonesia,South,APAC,PROD-2018-2627,Office Supplies,Art,Art - Nobis,717.83,7,0.13,33.34,10.17,Critical,2018
2628,ORD-2019-2628,11/21/2019,11/26/2019,Same Day,CUST-2019-2628,Utama Lestari,Female,Consumer,Gg. Suniaraja No. 059,0824-729039,palastriarsipatra@ud.com,5159,Sibolga,Aceh,Indonesia,West,LATAM,PROD-2019-2628,Office Supplies,Art,Art - Nemo,634.82,6,0.45,75.42,18.53,Low,2019
2629,ORD-2018-2629,10/23/2018,11/1/2018,Same Day,CUST-2018-2629,Dimaz Sitompul,Female,Corporate,Gg. Antapani Lama No. 10,0832-739770,hakimnadia@gmail.com,19537,Sabang,Gorontalo,Indonesia,East,APAC,PROD-2018-2629,Office Supplies,Paper,Paper - Officiis,143.92,7,0.24,12.89,24.51,High,2018
2630,ORD-2016-2630,7/6/2016,7/12/2016,Standard Class,CUST-2016-2630,"Hani Ardianto, M.Pd",Male,Consumer,Gang Siliwangi No. 3,0876-271589,tarihoranlaksana@pt.mil,98288,Meulaboh,Sulawesi Tenggara,Indonesia,West,EMEA,PROD-2016-2630,Technology,Machines,Machines - A,674.21,9,0.11,65.49,11.07,Medium,2016
2631,ORD-2020-2631,1/16/2020,1/26/2020,Same Day,CUST-2020-2631,Dr. Hafshah Jailani,Male,Consumer,Gg. Setiabudhi No. 19,0855-778322,rachelnababan@gmail.com,55786,Metro,Maluku Utara,Indonesia,South,US,PROD-2020-2631,Technology,Machines,Machines - Quod,194.85,7,0.45,31.69,7.72,Low,2020
2632,ORD-2019-2632,4/8/2019,4/14/2019,Same Day,CUST-2019-2632,Paiman Napitupulu,Female,Home Office,Jl. Jamika No. 064,0880-154322,artawanandriani@hotmail.com,72983,Bau-Bau,Maluku,Indonesia,South,EMEA,PROD-2019-2632,Office Supplies,Binders,Binders - Blanditiis,708.97,10,0.08,56.36,15.43,Low,2019
2633,ORD-2016-2633,10/8/2016,10/15/2016,First Class,CUST-2016-2633,"Cut Elvina Mardhiyah, S.E.",Male,Home Office,Jl. Jend. Sudirman No. 49,0819-255866,pradiptacakrawala@pt.gov,58177,Sawahlunto,Kalimantan Barat,Indonesia,West,US,PROD-2016-2633,Office Supplies,Envelopes,Envelopes - Laborum,640.33,1,0.29,72.05,17.81,High,2016
2634,ORD-2020-2634,6/30/2020,7/2/2020,First Class,CUST-2020-2634,Sutan Irwan Pradipta,Male,Home Office,Jl. Merdeka No. 532,0823-550562,solehhardiansyah@gmail.com,18123,Pariaman,Kalimantan Tengah,Indonesia,West,LATAM,PROD-2020-2634,Technology,Copiers,Copiers - Qui,315.82,5,0.47,18.77,7.46,Critical,2020
2635,ORD-2020-2635,7/23/2020,7/28/2020,Same Day,CUST-2020-2635,"Drs. Sakura Halim, S.Pt",Male,Home Office,Jl. HOS. Cokroaminoto No. 36,0872-862502,dadaphalim@gmail.com,74520,Tarakan,Bengkulu,Indonesia,South,EMEA,PROD-2020-2635,Furniture,Bookcases,Bookcases - Aliquid,189.09,3,0.17,34.32,30.68,Critical,2020
2636,ORD-2017-2636,8/17/2017,8/18/2017,Same Day,CUST-2017-2636,Puti Betania Sudiati,Male,Consumer,Gg. S. Parman No. 851,0823-531663,sinagaarsipatra@pt.co.id,11287,Banjarmasin,Sumatera Utara,Indonesia,West,LATAM,PROD-2017-2636,Office Supplies,Binders,Binders - Ducimus,55.39,8,0.03,9.84,35.05,High,2017
2637,ORD-2016-2637,6/2/2016,6/10/2016,First Class,CUST-2016-2637,Wani Gunarto,Male,Home Office,Gg. Pacuan Kuda No. 0,0842-100974,suryononurul@gmail.com,19104,Binjai,Maluku,Indonesia,East,LATAM,PROD-2016-2637,Furniture,Chairs,Chairs - Cupiditate,413.07,3,0.07,63.23,23.92,Low,2016
2638,ORD-2017-2638,4/10/2017,4/15/2017,Standard Class,CUST-2017-2638,Tiara Nasyiah,Female,Corporate,Gang Tubagus Ismail No. 095,0827-551994,ghaliyati35@cv.co.id,62479,Manado,Kalimantan Barat,Indonesia,South,APAC,PROD-2017-2638,Office Supplies,Paper,Paper - Eum,291.6,8,0.34,22.3,8.68,Critical,2017
2639,ORD-2016-2639,9/22/2016,9/25/2016,Standard Class,CUST-2016-2639,Wage Wijayanti,Female,Consumer,Gang Antapani Lama No. 1,0880-663593,narjiandriani@gmail.com,40585,Bengkulu,Papua,Indonesia,West,LATAM,PROD-2016-2639,Office Supplies,Envelopes,Envelopes - Laudantium,923.81,10,0.47,47.41,16.71,High,2016
2640,ORD-2018-2640,6/24/2018,6/30/2018,Second Class,CUST-2018-2640,Chelsea Halimah,Male,Consumer,Gang Siliwangi No. 66,0816-944967,dhidayanto@pt.org,7353,Pontianak,Jawa Tengah,Indonesia,Central,US,PROD-2018-2640,Office Supplies,Paper,Paper - Provident,30.27,4,0.31,6.25,32.14,Critical,2018
2641,ORD-2019-2641,1/26/2019,1/31/2019,Standard Class,CUST-2019-2641,Sarah Hastuti,Female,Consumer,Gg. Suryakencana No. 6,0839-913386,asuartini@perum.id,75507,Pontianak,Gorontalo,Indonesia,East,LATAM,PROD-2019-2641,Office Supplies,Envelopes,Envelopes - Facilis,530.05,8,0.35,80.23,44.52,High,2019
2642,ORD-2018-2642,4/27/2018,5/5/2018,Same Day,CUST-2018-2642,Gilda Rahayu,Male,Corporate,Gang Rungkut Industri No. 662,0891-767374,michellesitumorang@gmail.com,38334,Bau-Bau,Maluku Utara,Indonesia,West,LATAM,PROD-2018-2642,Technology,Machines,Machines - Labore,158.84,9,0.11,34.41,9.62,High,2018
2643,ORD-2019-2643,12/17/2019,12/25/2019,First Class,CUST-2019-2643,Kemal Safitri,Male,Consumer,Gang Waringin No. 7,0886-700106,oktanasyidah@pt.net,11378,Batam,Sulawesi Utara,Indonesia,West,LATAM,PROD-2019-2643,Office Supplies,Paper,Paper - Unde,617.47,3,0.29,49.06,22.07,Low,2019
2644,ORD-2017-2644,8/24/2017,8/26/2017,Second Class,CUST-2017-2644,"drg. Mulya Novitasari, M.Farm",Male,Corporate,Jl. Joyoboyo No. 772,0855-630496,bakti09@hotmail.com,62509,Padang Sidempuan,Papua Barat,Indonesia,South,US,PROD-2017-2644,Furniture,Tables,Tables - Vel,291.34,10,0.04,37.92,21.37,High,2017
2645,ORD-2018-2645,6/3/2018,6/12/2018,Standard Class,CUST-2018-2645,Gandewa Adriansyah,Male,Corporate,Jl. Siliwangi No. 5,0896-467781,dnapitupulu@pt.ac.id,90241,Tangerang,Gorontalo,Indonesia,West,LATAM,PROD-2018-2645,Furniture,Tables,Tables - Possimus,993.96,4,0.14,239.16,17.39,Critical,2018
2646,ORD-2016-2646,6/22/2016,7/1/2016,First Class,CUST-2016-2646,Dadap Mandasari,Female,Home Office,Jl. Ahmad Yani No. 533,0837-174570,wulandarimaya@ud.mil.id,70485,Banjar,Jawa Timur,Indonesia,East,LATAM,PROD-2016-2646,Technology,Copiers,Copiers - Enim,246.26,8,0.27,44.2,46.24,Low,2016
2647,ORD-2020-2647,2/1/2020,2/2/2020,Same Day,CUST-2020-2647,Purwadi Hartati,Male,Home Office,Gang Gedebage Selatan No. 65,0825-263626,warsitajanuar@pt.ac.id,82682,Bau-Bau,Jawa Tengah,Indonesia,East,APAC,PROD-2020-2647,Technology,Phones,Phones - Aliquid,796.21,3,0.2,133.35,9.26,High,2020
2648,ORD-2018-2648,2/26/2018,3/3/2018,Standard Class,CUST-2018-2648,"Winda Kurniawan, S.Psi",Female,Home Office,Jalan Cikapayang No. 67,0874-711974,rsihotang@yahoo.com,86972,Banda Aceh,Bali,Indonesia,East,US,PROD-2018-2648,Technology,Machines,Machines - Nostrum,61.33,1,0.18,2.87,6.13,Low,2018
2649,ORD-2016-2649,11/25/2016,12/2/2016,Second Class,CUST-2016-2649,Dr. Hesti Anggraini,Female,Home Office,Gang Kutai No. 2,0837-294513,usamahmustofa@pt.ponpes.id,78313,Palu,DI Yogyakarta,Indonesia,West,US,PROD-2016-2649,Furniture,Bookcases,Bookcases - Sit,716.66,4,0.07,89.1,11.88,Critical,2016
2650,ORD-2020-2650,1/23/2020,2/1/2020,First Class,CUST-2020-2650,R.A. Talia Wasita,Female,Home Office,Gg. Tubagus Ismail No. 88,0872-142040,wadiwaluyo@pd.my.id,25507,Probolinggo,Kepulauan Bangka Belitung,Indonesia,West,EMEA,PROD-2020-2650,Office Supplies,Envelopes,Envelopes - Rem,499.69,6,0.08,134.53,13.59,Critical,2020
2651,ORD-2017-2651,3/18/2017,3/25/2017,First Class,CUST-2017-2651,Puti Wani Winarsih,Female,Corporate,Gg. Pasteur No. 834,0845-380710,heryanto40@gmail.com,59910,Palopo,Gorontalo,Indonesia,Central,EMEA,PROD-2017-2651,Technology,Copiers,Copiers - Porro,457.85,10,0.08,38.5,41.39,High,2017
2652,ORD-2016-2652,5/1/2016,5/8/2016,Standard Class,CUST-2016-2652,"drg. Keisha Zulaika, S.H.",Male,Corporate,Jalan Kebonjati No. 8,0887-858643,mnurdiyanti@pt.mil,54370,Bitung,Jawa Barat,Indonesia,South,EMEA,PROD-2016-2652,Office Supplies,Art,Art - Mollitia,451.87,9,0.42,78.23,48.1,Low,2016
2653,ORD-2018-2653,11/12/2018,11/16/2018,Second Class,CUST-2018-2653,Ir. Elma Novitasari,Male,Consumer,Jl. Pasirkoja No. 7,0892-567634,suryatmiwinda@gmail.com,87760,Jayapura,Gorontalo,Indonesia,East,APAC,PROD-2018-2653,Technology,Accessories,Accessories - Adipisci,644.73,8,0.16,78.92,7.86,Critical,2018
2654,ORD-2016-2654,10/4/2016,10/12/2016,Same Day,CUST-2016-2654,Drs. Maria Mustofa,Female,Home Office,Jalan Ciwastra No. 571,0816-249419,isitorus@pd.go.id,66656,Probolinggo,Kepulauan Bangka Belitung,Indonesia,Central,APAC,PROD-2016-2654,Furniture,Chairs,Chairs - Aliquid,179.81,9,0.21,30.64,39.7,Low,2016
2655,ORD-2020-2655,4/20/2020,4/28/2020,First Class,CUST-2020-2655,Makara Prastuti,Male,Corporate,Jl. Cempaka No. 97,0825-767418,xsalahudin@pd.gov,98764,Madiun,Nusa Tenggara Timur,Indonesia,East,LATAM,PROD-2020-2655,Furniture,Chairs,Chairs - Pariatur,875.84,7,0.1,160.42,5.13,Medium,2020
2656,ORD-2019-2656,11/18/2019,11/25/2019,Second Class,CUST-2019-2656,"Hj. Diana Maheswara, S.H.",Male,Home Office,Jl. Indragiri No. 83,0881-590381,citramanullang@pd.com,11350,Depok,Sulawesi Barat,Indonesia,East,US,PROD-2019-2656,Office Supplies,Envelopes,Envelopes - Neque,776.96,3,0.2,111.2,32.5,Low,2019
2657,ORD-2017-2657,7/21/2017,7/23/2017,First Class,CUST-2017-2657,"Drs. Edward Sudiati, S.Pd",Female,Consumer,Jalan W.R. Supratman No. 74,0895-372784,knainggolan@yahoo.com,71955,Salatiga,Sulawesi Selatan,Indonesia,East,US,PROD-2017-2657,Furniture,Chairs,Chairs - Quis,450.03,8,0.3,73.47,18.97,Low,2017
2658,ORD-2018-2658,4/9/2018,4/19/2018,Standard Class,CUST-2018-2658,Endah Hasanah,Male,Home Office,Gg. Cikutra Timur No. 2,0882-493853,hmandasari@pt.ac.id,28396,Cirebon,Kepulauan Riau,Indonesia,South,LATAM,PROD-2018-2658,Technology,Machines,Machines - Possimus,184.05,5,0.33,23.21,5.29,Medium,2018
2659,ORD-2019-2659,1/16/2019,1/24/2019,First Class,CUST-2019-2659,Galak Marbun,Female,Corporate,Gang Waringin No. 200,0839-798103,cecepwinarno@hotmail.com,80682,Bontang,Kalimantan Utara,Indonesia,West,LATAM,PROD-2019-2659,Furniture,Furnishings,Furnishings - Sit,68.2,2,0.45,3.34,8.99,High,2019
2660,ORD-2016-2660,9/3/2016,9/7/2016,First Class,CUST-2016-2660,Dr. Suci Farida,Female,Corporate,Gang Kiaracondong No. 999,0826-119861,puspasariyosef@perum.desa.id,19482,Padangpanjang,Lampung,Indonesia,West,LATAM,PROD-2016-2660,Technology,Phones,Phones - Vero,281.15,6,0.21,63.93,8.47,Critical,2016
2661,ORD-2019-2661,12/22/2019,12/30/2019,Same Day,CUST-2019-2661,"R. Bagas Nuraini, M.TI.",Male,Consumer,Gg. Surapati No. 00,0852-157244,anggraininatalia@gmail.com,73810,Kota Administrasi Jakarta Barat,Sumatera Barat,Indonesia,South,EMEA,PROD-2019-2661,Office Supplies,Binders,Binders - Ab,771.01,1,0.49,58.22,21.74,Critical,2019
2662,ORD-2019-2662,12/28/2019,1/2/2020,Same Day,CUST-2019-2662,"Ismail Narpati, S.Pt",Female,Corporate,Jl. HOS. Cokroaminoto No. 16,0892-987087,bakiman54@ud.web.id,17524,Tanjungpinang,Aceh,Indonesia,West,LATAM,PROD-2019-2662,Technology,Machines,Machines - Aut,883.58,3,0.29,106.12,48.84,High,2019
2663,ORD-2016-2663,6/25/2016,7/1/2016,First Class,CUST-2016-2663,Karen Dongoran,Female,Home Office,Gg. Cihampelas No. 1,0851-744148,maryadiwarsa@yahoo.com,15338,Serang,Jawa Barat,Indonesia,Central,EMEA,PROD-2016-2663,Furniture,Tables,Tables - Ut,63.97,5,0.45,5.51,36.62,High,2016
2664,ORD-2018-2664,7/29/2018,8/6/2018,First Class,CUST-2018-2664,Saadat Rahmawati,Female,Consumer,Jl. Moch. Toha No. 1,0858-973562,psetiawan@pt.ac.id,26284,Cimahi,Kalimantan Timur,Indonesia,South,EMEA,PROD-2018-2664,Office Supplies,Paper,Paper - Ut,838,1,0.16,171.76,44.32,Medium,2018
2665,ORD-2020-2665,7/7/2020,7/17/2020,First Class,CUST-2020-2665,Azalea Usamah,Female,Home Office,Gang Waringin No. 944,0877-173716,yono22@pd.edu,33432,Banjar,Kalimantan Tengah,Indonesia,West,EMEA,PROD-2020-2665,Technology,Accessories,Accessories - Ducimus,71.79,10,0.4,6.22,20.82,High,2020
2666,ORD-2019-2666,2/22/2019,2/24/2019,First Class,CUST-2019-2666,Maryanto Hassanah,Female,Corporate,Jalan Yos Sudarso No. 5,0825-516607,wirda41@cv.or.id,92424,Cimahi,Sulawesi Selatan,Indonesia,Central,EMEA,PROD-2019-2666,Office Supplies,Envelopes,Envelopes - Et,67.1,10,0.03,5.18,25.71,Critical,2019
2667,ORD-2019-2667,5/19/2019,5/29/2019,Same Day,CUST-2019-2667,"Drs. Jumadi Uwais, S.E.",Male,Consumer,Jl. Astana Anyar No. 3,0886-703199,puput80@gmail.com,93677,Bau-Bau,Kepulauan Riau,Indonesia,South,US,PROD-2019-2667,Office Supplies,Binders,Binders - Laudantium,572.04,10,0.19,28.81,25.75,Critical,2019
2668,ORD-2016-2668,5/13/2016,5/16/2016,Second Class,CUST-2016-2668,Vera Riyanti,Male,Consumer,Gang Rajawali Timur No. 973,0875-802054,sabripurwanti@gmail.com,33483,Pasuruan,Nusa Tenggara Timur,Indonesia,West,LATAM,PROD-2016-2668,Technology,Machines,Machines - Minima,457.8,10,0.27,92.43,11.89,Medium,2016
2669,ORD-2019-2669,9/25/2019,10/1/2019,Same Day,CUST-2019-2669,Suci Usamah,Female,Home Office,Gang Dipatiukur No. 931,0897-551731,nsitompul@cv.ac.id,69675,Bandung,Nusa Tenggara Timur,Indonesia,East,US,PROD-2019-2669,Office Supplies,Paper,Paper - Perferendis,939.42,4,0.01,227.7,6.61,Critical,2019
2670,ORD-2016-2670,2/11/2016,2/17/2016,Standard Class,CUST-2016-2670,"Dr. Cornelia Tarihoran, M.Ak",Female,Corporate,Jl. Merdeka No. 562,0885-472173,anom13@yahoo.com,10341,Kediri,Sulawesi Tengah,Indonesia,Central,APAC,PROD-2016-2670,Furniture,Tables,Tables - Earum,390.8,3,0.36,18,42.59,Critical,2016
2671,ORD-2019-2671,11/16/2019,11/25/2019,First Class,CUST-2019-2671,"Cahyono Dongoran, S.E.I",Female,Consumer,Jl. Erlangga No. 822,0878-267122,widodogenta@yahoo.com,63070,Kotamobagu,Sulawesi Barat,Indonesia,East,LATAM,PROD-2019-2671,Office Supplies,Art,Art - Eum,938.82,2,0.32,103.64,23.91,Low,2019
2672,ORD-2016-2672,12/24/2016,1/3/2017,Standard Class,CUST-2016-2672,Ir. Oni Hartati,Male,Home Office,Jalan Joyoboyo No. 995,0837-792754,budiyantoedi@perum.or.id,50932,Medan,Kalimantan Selatan,Indonesia,Central,LATAM,PROD-2016-2672,Technology,Machines,Machines - Debitis,642.3,8,0.49,23.4,15.02,High,2016
2673,ORD-2018-2673,8/28/2018,8/30/2018,First Class,CUST-2018-2673,"Kayla Sudiati, S.Pd",Male,Corporate,Jl. Cikutra Barat No. 1,0884-942351,widodomariadi@cv.web.id,91186,Lhokseumawe,Jambi,Indonesia,Central,APAC,PROD-2018-2673,Office Supplies,Envelopes,Envelopes - Aut,598.2,5,0.22,58.94,31.93,High,2018
2674,ORD-2018-2674,5/12/2018,5/21/2018,First Class,CUST-2018-2674,Pangestu Winarno,Female,Consumer,Gang Rumah Sakit No. 2,0887-897531,mwahyudin@perum.org,4703,Cilegon,Sulawesi Barat,Indonesia,East,LATAM,PROD-2018-2674,Furniture,Furnishings,Furnishings - Animi,564.13,2,0.5,63.7,48.97,Medium,2018
2675,ORD-2019-2675,10/16/2019,10/25/2019,First Class,CUST-2019-2675,Raden Nuraini,Male,Home Office,Jl. Kiaracondong No. 4,0874-984883,daryanidamanik@yahoo.com,88893,Tual,Jawa Timur,Indonesia,West,APAC,PROD-2019-2675,Technology,Machines,Machines - Soluta,828.6,9,0.04,230.95,18.12,High,2019
2676,ORD-2019-2676,10/1/2019,10/8/2019,Same Day,CUST-2019-2676,Galang Saputra,Male,Consumer,Jl. Veteran No. 601,0871-896120,vmaulana@perum.edu,1510,Banjarbaru,Sumatera Barat,Indonesia,West,EMEA,PROD-2019-2676,Technology,Copiers,Copiers - Quam,171.56,1,0.2,36.56,7.26,High,2019
2677,ORD-2018-2677,4/28/2018,5/7/2018,Standard Class,CUST-2018-2677,Dr. Shania Dongoran,Male,Corporate,Jl. Indragiri No. 76,0896-112215,danangfirmansyah@gmail.com,53194,Bogor,Kalimantan Tengah,Indonesia,South,US,PROD-2018-2677,Office Supplies,Art,Art - Molestiae,704.65,3,0.14,31.32,15.37,Medium,2018
2678,ORD-2016-2678,5/7/2016,5/13/2016,First Class,CUST-2016-2678,"Yani Permadi, S.E.",Female,Consumer,Gg. Ronggowarsito No. 2,0867-464431,laksmiwatipraba@gmail.com,32750,Lhokseumawe,Kepulauan Bangka Belitung,Indonesia,West,EMEA,PROD-2016-2678,Furniture,Bookcases,Bookcases - Quam,614.67,8,0.21,102.61,9.52,Low,2016
2679,ORD-2020-2679,3/27/2020,4/2/2020,Second Class,CUST-2020-2679,Jumari Widiastuti,Male,Corporate,Gg. Antapani Lama No. 616,0819-728184,vprasetyo@gmail.com,37225,Medan,Kepulauan Bangka Belitung,Indonesia,Central,APAC,PROD-2020-2679,Furniture,Tables,Tables - Quia,862.27,7,0.12,87.71,33.02,Medium,2020
2680,ORD-2017-2680,4/4/2017,4/12/2017,Same Day,CUST-2017-2680,Fathonah Rahimah,Female,Consumer,Jalan Dr. Djunjunan No. 898,0878-443276,megantarajelita@pd.gov,35862,Kota Administrasi Jakarta Utara,Jawa Tengah,Indonesia,South,EMEA,PROD-2017-2680,Office Supplies,Paper,Paper - Unde,242.44,6,0.37,17.71,36.24,Low,2017
2681,ORD-2020-2681,2/20/2020,2/23/2020,First Class,CUST-2020-2681,Rudi Siregar,Male,Home Office,Gg. Rajawali Barat No. 014,0891-104386,harjoardianto@yahoo.com,65776,Tegal,Riau,Indonesia,Central,APAC,PROD-2020-2681,Office Supplies,Art,Art - Corrupti,482.52,10,0.14,31.09,48.45,High,2020
